UUID,Title,Mapped First Author,Year,Environment Type (learning or training),Mapped Data Collection Mediums,Mapped Modalities,Mapped Analysis Methods,Mapped Fusion Types,Mapped Publication Acronym,Mapped Full Publication,Sort Number,Environment Setting,Environment Subject,Participant Structure,Didactic Nature,Level of Instruction or Training,Analysis Approach,Analysis Results (w/ multimodal advantages),Full-Read 3 by Researcher,Reviewer,Reviewer Notes
205660768,multimodal learning analytics to investigate cognitive load during online problem solving,Charlotte Larmuseau,2020,Learning,"PPA,SENSOR","PPA,PULSE,EDA","STATS,CLS",EARLY,BJET,British Journal of Educational Technology,58,VIRT,STEM,IND,INSTR,"K12, UNI","MB, MF",,Eduardo/Joyce,1&2,
2181637610,toward using multi-modal learning analytics to support and measure collaboration in co-located dyads,Emma L. Starr,2018,Learning,"VIDEO,AUDIO,PPA,RPA,LOGS","POSE,PROS,PPA,RPA,LOGS","STATS,QUAL",OTH,ICLS,International Conference of the Learning Sciences,59,BLND,STEM,MULTI,INF,UNI,MF,"While this study was not able to show a clear effect of providing a real-time visualization to support
collaboration, it made many other valuable contributions. First, it showed that simple verbal interventions can
help participants pay attention to particular aspects of their collaborative behavior (i.e., how much they are
talking and how much space they are providing to their partner). Second, it suggested that awareness tools such
as the one developed for this study have to be designed differently to impact social interactions (e.g., by being
more salient or be used in a setting where users have the mental bandwidth to reflect on their collaborative
style). Third, we collected a rich multi-modal dataset that can be used to build proxies for measuring effective
collaborations.",Eduardo,1,Relating their research to Roschelle's 1992 framework of convergent conceptual change for collaboration
2181637610,toward using multi-modal learning analytics to support and measure collaboration in co-located dyads,Emma L. Starr,2018,Learning,"VIDEO,AUDIO,PPA,RPA,LOGS","POSE,PROS,PPA,RPA,LOGS","STATS,QUAL",OTH,ICLS,International Conference of the Learning Sciences,59,BLND,STEM,MULTI,INF,UNI,MF,"The purpose of this paper was to explore the effect of two collaboration interventions and the relationship between collaboration quality, task performance and learning gains, however this study was not able to show a clear effect of providing a real-time visualization to support collaboration. It did show that simple verbal interventions can help participants pay attention to particular aspects of their collaborative behavior, and suggested that awareness tools such as the one developed for this study have to be designed differently to impact social interactions. Authors built a rich multi-modal dataset that can be used to build proxies for measuring effective collaborations. As a preliminary analysis, they found that various indicators captured by the Kinect sensor were correlated with participants’ quality of collaboration.",Joyce,2,
2181637610,toward using multi-modal learning analytics to support and measure collaboration in co-located dyads,Emma L. Starr,2018,Learning,"VIDEO,AUDIO,PPA,RPA,LOGS","POSE,PROS,PPA,RPA,LOGS","STATS,QUAL",OTH,ICLS,International Conference of the Learning Sciences,59,BLND,STEM,MULTI,INF,UNI,MF,,Eduardo/Joyce,1&2,
4035649049,storytelling with learner data: guiding student reflection on multimodal team data,Gloria Fernández-Nieto,2021,Training,"SENSOR,LOGS,RPA","EDA,LOGS,RPA,AFFECT",QUAL,OTH,TLT,Transactions on Learning Technologies,60,BLND,STEM,MULTI,INF,UNI,MF,"This article presented two qualitative studies conducted in authentic nursing simulation classrooms with the purpose of communicating insights to students through data stories. Given the limitations of current visual analytics, we anticipate that approaches such as DS will grow in importance to help students make the most
of the new forms of feedback that are becoming possible.",Eduardo,1,Data stories
4035649049,storytelling with learner data: guiding student reflection on multimodal team data,Gloria Fernández-Nieto,2021,Training,"SENSOR,LOGS,RPA","EDA,LOGS,RPA,AFFECT",QUAL,OTH,TLT,Transactions on Learning Technologies,60,BLND,STEM,MULTI,"INSTR, TRAIN",UNI,MF,"This article results show that the enhancements using DS principles helped students identify misconceptions, think about strategies to address errors they made, and reflect on the arousal levels they may have experienced during the simulations. Although the studies presented in this article were conducted in the context of complex, multimodal learning situations, there is no reason why a storytelling approach could not be implemented to aid in the interpretation of more conventional LA visualizations supporting noncollocated teamwork.",Joyce,2,
4035649049,storytelling with learner data: guiding student reflection on multimodal team data,Gloria Fernández-Nieto,2021,Training,"SENSOR,LOGS,RPA","EDA,LOGS,RPA,AFFECT",QUAL,OTH,TLT,Transactions on Learning Technologies,60,BLND,STEM,MULTI,TRAIN,UNI,MF,,Eduardo/Joyce,1&2,
1019093033,prime: block-wise missingness handling for multi-modalities in intelligent tutoring systems,Xi Yang,2019,Learning,"PPA,VIDEO,EYE","LOGS,AFFECT,GAZE","CLS,STATS",HYBRID,MMM,International Conference on Multimedia Modeling,61,VIRT,STEM,IND,UNSP,UNI,MB,"In this work, we proposed a data imputation method called PRIME for blockwise missingness handling in multimodal data and measured its effectiveness in a student modeling task to predict students’ learning gain in an ITS. Through experiments, we demonstrated that: (1) the multimodal data is more effective than the single-modal data; (2) compared to competitive baseline missing data handling methods, the PRIME can not only improve the prediction performance, but also achieve more accurate reconstruction results.",Eduardo,1,Data imputation
1019093033,prime: block-wise missingness handling for multi-modalities in intelligent tutoring systems,Xi Yang,2019,Learning,"PPA,VIDEO,EYE","LOGS,AFFECT,GAZE","CLS,STATS",HYBRID,MMM,International Conference on Multimedia Modeling,61,VIRT,STEM,IND,INSTR,UNI,MB,"Results show that using multimodal data as a result of missing data handling yields better prediction performance than using logfiles only, and PRIME outperforms other baseline methods for both learning gain prediction and data reconstruction tasks",Joyce,2,
1019093033,prime: block-wise missingness handling for multi-modalities in intelligent tutoring systems,Xi Yang,2019,Learning,"PPA,VIDEO,EYE","LOGS,AFFECT,GAZE","CLS,STATS",HYBRID,MMM,International Conference on Multimedia Modeling,61,VIRT,STEM,IND,INSTR,UNI,MB,,Eduardo/Joyce,1&2,
2936220551,multi-source and multimodal data fusion for predicting academic performance in blended learning university courses,Wilson Chango,2020,Learning,"VIDEO,LOGS,PPA","LOGS,POSE,RPA,ACT","CLS,QUAL,STATS","MID,LATE",CEE,Elsevier Computers and Electrical Engineering,62,BLND,STEM,IND,INSTR,UNI,MB,"Which data fusion approach and classification algorithms produce the best results from our data? The use of ensembles and selecting the best attributes approach from discretized summary data produced our highest/best results in Accuracy and AUC values. The REPTree classification algorithm obtained the highest/best results in this approach from discretized summary data. 

• How useful are the prediction models we produce to help teachers detect students who are at risk of drop out or fail the course? The white-box models we produced give teachers very understandable explanations (IF-THEN rules) of how they classified the students’ final performance or classification. They showed that the attributes that appear most in these rules were attention in theory classes,
scores in Moodle quizzes, and the level of activity in the Moodle forum.",Eduardo,1,Predicting student drop-out from LMS data
2936220551,multi-source and multimodal data fusion for predicting academic performance in blended learning university courses,Wilson Chango,2020,Learning,"VIDEO,LOGS,PPA","LOGS,POSE,RPA,ACT","CLS,QUAL,STATS","MID,LATE",CEE,Elsevier Computers and Electrical Engineering,62,BLND,STEM,IND,INSTR,UNI,MB,"The results show that the best predictions are produced using ensembles and selecting the best attributes approach with discretized data. The best prediction models show that the level of attention in theory classes, scores in Moodle quizzes, and the level of activity in Moodle forums are the best set of attributes for predicting students’ final performance in their courses.",Joyce,2,
2936220551,multi-source and multimodal data fusion for predicting academic performance in blended learning university courses,Wilson Chango,2020,Learning,"VIDEO,LOGS,PPA","LOGS,POSE,RPA,ACT","CLS,QUAL,STATS","MID,LATE",CEE,Elsevier Computers and Electrical Engineering,62,BLND,STEM,IND,INSTR,UNI,MB,,Eduardo/Joyce,1&2,
1886134458,personalizing computer science education by leveraging multimodal learning analytics,David Azcona,2018,Learning,"LOGS,PPA","LOGS,PPA","CLS,STATS",MID,FIE,Frontiers in Education Conference,63,VIRT,STEM,IND,INSTR,UNI,MB,"Overall, feedback was very positive and responses can be found in Table IX. Most students would recommend this system to students attending the same course next year or would like to see this system included in other courses as shown in questions 5 and 6 respectively. In terms of the last question to improve the system, students who were doing well or very well, were getting an increasingly similar response each week and were demanding a more personalised notification and some other additional learning resources.",Eduardo,1,
1886134458,personalizing computer science education by leveraging multimodal learning analytics,David Azcona,2018,Learning,"LOGS,PPA","LOGS,PPA","CLS,STATS",MID,FIE,Frontiers in Education Conference,63,VIRT,STEM,IND,INSTR,UNI,MB,"Predictive models built using student characteristics, prior academic history, logged interactions between students and online resources, and students’ progress in programming laboratory work were used to give weekly predictions to students. Predictions worked relatively well with one year of training data for the three courses. Authors noted that CS2 and SH1’s models were based on 2015/16’s previous student data and PF3’s was based on PF2’s student data from the first semester of the academic year, thus they did not expect it to work as well as the other models as the courseware was not the same.",Joyce,2,
1886134458,personalizing computer science education by leveraging multimodal learning analytics,David Azcona,2018,Learning,"LOGS,PPA","LOGS,PPA","CLS,STATS",MID,FIE,Frontiers in Education Conference,63,VIRT,STEM,IND,INSTR,UNI,MB,,Eduardo/Joyce,1&2,
2879332689,from data to insights: a layered storytelling approach for multimodal learning analytics,Roberto Martinez-Maldonado,2020,Training,"LOGS,MOTION,SENSOR,RPA,VIDEO","POSE,EDA,LOGS,RPA",QUAL,OTH,CHI,Conference on Human Factors in Computing Systems,64,BLND,STEM,MULTI,INF,UNI,MF,"This paper documents how we have wrestled with the challenge of designing activity-based feedback visualisations which draw the attention of non-technical users to key insights in the data. We argue, supported by user studies, that this work advances the state of the art in making multimodal data streams intelligible to non-data experts. The approach should enable similar collocated activities to benefit from these novel collaboration analytics.",Eduardo,1,
2879332689,from data to insights: a layered storytelling approach for multimodal learning analytics,Roberto Martinez-Maldonado,2020,Training,"LOGS,MOTION,SENSOR,RPA,VIDEO","POSE,EDA,LOGS,RPA",QUAL,OTH,CHI,Conference on Human Factors in Computing Systems,64,BLND,STEM,MULTI,"INSTR, TRAIN",UNI,MF,"This paper documents how authors tackled the challenge of designing activity-based feedback visualisations which draw the attention of non-technical users to key insights in the data. We argue, supported by user studies, that this work advances the state of the art in making multimodal data streams intelligible to non-data experts. The approach should enable similar collocated activities to benefit from these novel collaboration analytics.",Joyce,2,
2879332689,from data to insights: a layered storytelling approach for multimodal learning analytics,Roberto Martinez-Maldonado,2020,Training,"LOGS,MOTION,SENSOR,RPA,VIDEO","POSE,EDA,LOGS,RPA",QUAL,OTH,CHI,Conference on Human Factors in Computing Systems,64,BLND,STEM,MULTI,TRAIN,UNI,MF,,Eduardo/Joyce,1&2,
3146393211,mobile mixed reality for experiential learning and simulation in medical and health sciences education,James Birt,2018,Learning,"PPA,INTER","PPA,TRANS","QUAL,STATS",OTH,Information,MDPI Information,65,BLND,STEM,IND,INSTR,UNI,MF,"Finally, it was clear from the two intervention studies that the simulation provided by mobile devices, although not as powerful as the desktop-computer-powered Oculus Rift mixed reality or physical simulators, has no negative impacts on the learners. In fact, the simulation improves learners’ competence and skills with the skills intervention showing statistically significant improvements in the learners that received the mobile mixed reality simulation tools prior to residential school.",Eduardo,1,
3146393211,mobile mixed reality for experiential learning and simulation in medical and health sciences education,James Birt,2018,Learning,"PPA,INTER","PPA,TRANS","QUAL,STATS",OTH,Information,MDPI Information,65,BLND,STEM,IND,INSTR,UNI,MF,"This study validates the use of mobile devices in university undergraduate health sciences curricula, and shows that not only are these modes (game engines, free AR/VR SDKs and mobile-based devices with GPU-enabled processors and high-quality screens) useful for enhancing the development of physical skills in students, but they are also received favorably.",Joyce,2,
3146393211,mobile mixed reality for experiential learning and simulation in medical and health sciences education,James Birt,2018,Learning,"PPA,INTER","PPA,TRANS","QUAL,STATS",OTH,Information,MDPI Information,65,BLND,STEM,IND,INSTR,UNI,MF,,Eduardo/Joyce,1&2,
3809293172,"blending learning analytics and embodied design to model students' comprehension of measurement using their actions, speech, and gestures",Avery H. Closser,2021,Learning,"VIDEO,AUDIO",RPA,"CLUST,REG",MID,IJCCI,International Journal of Child-Computer Interaction,66,PHYS,STEM,IND,INF,"K12, UNI","MB, MF","In this paper, we applied clustering, natural language processing, and general linear modeling to a small yet rich dataset detailing student behaviors and speech during measurement tasks to identify successful measurement strategies. Our findings revealed profiles of student behavior and speech that may indicate different levels of conceptual knowledge as well as evidence that spatial and kinetographic gestures predict performance on mea-
surement tasks.",Eduardo,1,
3809293172,"blending learning analytics and embodied design to model students' comprehension of measurement using their actions, speech, and gestures",Avery H. Closser,2021,Learning,"VIDEO,AUDIO",RPA,"CLUST,REG",MID,IJCCI,International Journal of Child-Computer Interaction,66,PHYS,STEM,IND,INF,"K12, UNI",MB,"Authors explored students’ conceptual understanding of measurement to indentify measurement estimation strategies that should be emphasized in classroom instruction. By applying machine-learning methods to a small, multimodal dataset from a study on student behavior in mathematics, we identified behavioral profiles, patterns in speech, and specific actions and gestures that are predictive of performance.",Joyce,2,
3809293172,"blending learning analytics and embodied design to model students' comprehension of measurement using their actions, speech, and gestures",Avery H. Closser,2021,Learning,"VIDEO,AUDIO",RPA,"CLUST,REG",MID,IJCCI,International Journal of Child-Computer Interaction,66,PHYS,STEM,IND,INF,"K12, UNI","MB, MF",,Eduardo/Joyce,1&2,
4019205162,introducing low-cost sensors into the classroom settings: improving the assessment in agile practices with multimodal learning analytics,Hector Cornide-Reyes,2019,Learning,"AUDIO,SURVEY,PPA,RPA","SURVEY,TRANS,PPA,RPA","NET,STATS","MID,OTH",Sensors,MDPI Sensors,67,PHYS,STEM,MULTI,INF,UNI,"MB, MF","RQ1: Better communication, better collaboration
RQ2: Collaborative teams showed lower variability in the estimates of story points (same page)
RQ3: Democratic leadership in collaborative groups",Eduardo,1,
4019205162,introducing low-cost sensors into the classroom settings: improving the assessment in agile practices with multimodal learning analytics,Hector Cornide-Reyes,2019,Learning,"AUDIO,SURVEY,PPA,RPA","SURVEY,TRANS,PPA,RPA","NET,STATS","MID,OTH",Sensors,MDPI Sensors,67,PHYS,STEM,MULTI,INSTR,UNI,MF,"The results obtained allowed the detection of important relationships and characteristics of the collaborative and Non-Collaborative groups, with productivity, effort, and predominant personality styles in the groups. Authors conclude that the Multimodal Learning Analysis techniques offer considerable feasibilities to support the process of skills development in students.",Joyce,2,
4019205162,introducing low-cost sensors into the classroom settings: improving the assessment in agile practices with multimodal learning analytics,Hector Cornide-Reyes,2019,Learning,"AUDIO,SURVEY,PPA,RPA","SURVEY,TRANS,PPA,RPA","NET,STATS","MID,OTH",Sensors,MDPI Sensors,67,PHYS,STEM,MULTI,INSTR,UNI,"MB, MF",,Eduardo/Joyce,1&2,
4277812050,improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources,Wilson Chango,2021,Learning,"LOGS,VIDEO,EYE,PPA","AFFECT,LOGS,GAZE,PPA",CLS,"HYBRID,LATE",JCHE,Journal of Computing in Higher Education,68,VIRT,STEM,IND,INF,UNI,MB,"The implications of the current study point to Web ITS and Web-based Adaptive Educational Systems. If data is captured from diferent data sources, the classifer ensemble methodology proposed in this study could make better, earlier performance predictions than the single data source models that are commonly used at present.",Eduardo,1,
4277812050,improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources,Wilson Chango,2021,Learning,"LOGS,VIDEO,EYE,PPA","AFFECT,LOGS,GAZE,PPA",CLS,"HYBRID,LATE",JCHE,Journal of Computing in Higher Education,68,VIRT,STEM,IND,INSTR,UNI,MB,"Authors tested whether prediction of learning performance could be improved by using attribute selection and classification ensembles. By carrying out three experiments and applying six classifcation algorithms to numerical and discretized preprocessed multimodal data, results show that the best predictions were produced using ensembles and selecting the best attributes approach with numerical data.",Joyce,2,
4277812050,improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources,Wilson Chango,2021,Learning,"LOGS,VIDEO,EYE,PPA","AFFECT,LOGS,GAZE,PPA",CLS,"HYBRID,LATE",JCHE,Journal of Computing in Higher Education,68,VIRT,STEM,IND,INSTR,UNI,MB,,Eduardo/Joyce,1&2,
1609706685,learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,Daniele Di Mitri,2017,Training,"SENSOR,LOGS,MOTION,PPA","PULSE,ACT,AFFECT",REG,MID,LAK,International Conference on Learning Analytics & Knowledge,69,BLND,UNSP,IND,UNSP,UNI,MB,"This paper described Learning Pulse, an exploratory study whose aim was to use predictive modelling to generate timely predictions about learners’ performance during self-regulated learning by collecting multimodal data about their body, activity and context. Although the prediction accuracy with the data sources and experimental setup chosen in Learning Pulse led to modest results, all the research questions have been answered positively and have lead towards new insights on the storing, modelling and processing multimodal data.",Eduardo,1,
1609706685,learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,Daniele Di Mitri,2017,Training,"SENSOR,LOGS,MOTION,PPA","PULSE,ACT,AFFECT",REG,MID,LAK,International Conference on Learning Analytics & Knowledge,69,BLND,UNSP,IND,UNSP,UNI,MB,"This paper described an exploratory study whose aim was to use predictive modelling to generate timely predictions about learners’ performance during self-regulated learning by collecting multimodal data about their body, activity and context. The limited significance of the prediction results did not allow authors to assert that accurate and learner-specific predictions can be generated, however all the research questions have been answered positively and have lead towards new insights on the storing, modelling and processing multimodal data.",Joyce,2,
1609706685,learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,Daniele Di Mitri,2017,Training,"SENSOR,LOGS,MOTION,PPA","PULSE,ACT,AFFECT",REG,MID,LAK,International Conference on Learning Analytics & Knowledge,69,BLND,UNSP,IND,UNSP,UNI,MB,,Eduardo/Joyce,1&2,
3398902089,what multimodal data can tell us about the students’ regulation of their learning process?,Sanna Järvelä,2019,Learning,"SENSOR,VIDEO,AUDIO","EDA,AFFECT,QUAL",QUAL,OTH,LAI,Elsevier Learning and Instruction,70,PHYS,STEM,MULTI,INF,K12,MF,"Our major claim is that multichannel data can be potential for understanding regulatory processes in collaboration. With our five empirical case examples, we illustrate how triangulating multiple sources of data has potential to advance the theoretical and conceptual progress in social aspects of SRL theory.",Eduardo,1,
3398902089,what multimodal data can tell us about the students’ regulation of their learning process?,Sanna Järvelä,2019,Learning,"SENSOR,VIDEO,AUDIO","EDA,AFFECT,QUAL",QUAL,OTH,LAI,Elsevier Learning and Instruction,70,BLND,STEM,MULTI,INSTR,K12,MB,"Authors show with five empirical cases that multichannel data can be potential for understanding regulatory processes in collaboration, illustrating how triangulating multiple sources of data has potential to advance the theoretical and conceptual progress in social aspects of SRL theory: (1) understanding how interactions between different facets of regulation, such as cognition, motivation and emotion interact with cognitive strategic action by using video and EDA data; (2) visualizing how physiological synchrony measured from the heart rate can reveal or backup the interpretation of socially shared regulation of learning or co-regulation of learning located from the video; (3) visualizing temporality and cyclical processes (i.e., planning, enacting strategies, reflecting, adapting) of regulation by using video, EDA and facial expression recognition data; (5)) illustrating how combining not only physiological measures, but also facial expression data can lead even more accurate interpretations of the situations where regulation of learning is needed.",Joyce,2,
3398902089,what multimodal data can tell us about the students’ regulation of their learning process?,Sanna Järvelä,2019,Learning,"SENSOR,VIDEO,AUDIO","EDA,AFFECT,QUAL",QUAL,OTH,LAI,Elsevier Learning and Instruction,70,BLND,STEM,MULTI,INSTR,K12,MF,,Eduardo/Joyce,1&2,
3093310941,embodied conversational agents for multimodal automated social skills training in people with autism spectrum disorders,Hiroki Tanaka,2017,Training,"AUDIO,VIDEO,PPA","POSE,PROS,AFFECT","REG,STATS",MID,PLOS,PLOS ONE,71,VIRT,HUM,IND,TRAIN,"K12, UNI",MF,"We identified a positive correlation between overall narrative skills and other non-verbal behaviors. This result indicates that the overall narrative skills were subjectively decided based on other non-verbal behavior skills [22]. Although the automated social skills trainer did not provide feedback regarding narrative structure or eye gaze, these elements were also improved after the training.",Eduardo,1,
3093310941,embodied conversational agents for multimodal automated social skills training in people with autism spectrum disorders,Hiroki Tanaka,2017,Training,"AUDIO,VIDEO,PPA","POSE,PROS,AFFECT","REG,STATS",MID,PLOS,PLOS ONE,71,VIRT,HUM,IND,TRAIN,"K12, UNI",MF,"The focus of this study assessed the effectiveness of an automated social skills trainer with multimodal information that adheres to the basic human-based SST as closely as possible. Authors extended a previous method for automatic social skills training by adding audiovisual information regarding smiling ratio and head pose that improved the training effect. 
Multimodal feedback is also useful for both members of the general population with social difficulties and people with ASD because it helps such people understand and improve their narrative skills, as was previously reported in human-based SST [2, 3].",Joyce,2,
3093310941,embodied conversational agents for multimodal automated social skills training in people with autism spectrum disorders,Hiroki Tanaka,2017,Training,"AUDIO,VIDEO,PPA","POSE,PROS,AFFECT","REG,STATS",MID,PLOS,PLOS ONE,71,VIRT,HUM,IND,TRAIN,"K12, UNI",MF,,Eduardo/Joyce,1&2,
1576545447,artificial intelligence and multimodal data in the service of human decision-making: a case study in debate tutoring,Mutlu Cukurova,2019,Learning,"AUDIO,SURVEY","AFFECT,LOGS",CLS,MID,BJET,British Journal of Educational Technology,72,UNSP,HUM,IND,TRAIN,UNSP,MF,"In this study, we used non-transparent prediction models of openSMILE to predict the emotional traits of tutor candidates based on their audio data, and we used transparent logistic regression models to identify exactly what personality, emotion, and experience traits lead to effective debate tutoring skills. Predictive models were very powerful to make sense of complex and nonlinear audio data, whereas the transparent regression models were valuable to identify key aspects for tutors to reflect upon their own decisions and provide tutor candidates with feedback on their performance.",Eduardo,1,
1576545447,artificial intelligence and multimodal data in the service of human decision-making: a case study in debate tutoring,Mutlu Cukurova,2019,Learning,"AUDIO,SURVEY","AFFECT,LOGS",CLS,MID,BJET,British Journal of Educational Technology,72,PHYS,HUM,IND,TRAIN,UNSP,MB,Authors combined predictive and transparent models to support the human decision-making processes involved in tutor trainee evaluations and results showed that models with multimodal data can accurately classify tutors and have the potential to support the intuitive decision-making of expert tutors in the context of evaluating trainee applicants.,Joyce,2,
1576545447,artificial intelligence and multimodal data in the service of human decision-making: a case study in debate tutoring,Mutlu Cukurova,2019,Learning,"AUDIO,SURVEY","AFFECT,LOGS",CLS,MID,BJET,British Journal of Educational Technology,72,UNSP,HUM,IND,TRAIN,UNSP,"MB, MF",,Eduardo/Joyce,1&2,
3796180663,learning linkages: integrating data streams of multiple modalities and timescales,Ran Liu,2018,Learning,"VIDEO,AUDIO,LOGS,SCREEN,PPA","TRANS,QUAL,PPA","CLS,STATS",MID,JCAL,Journal of Computer Assisted Learning,73,VIRT,STEM,IND,INF,K12,MF,"We presented two empirical studies, collected in classroom studies with two distinct learning technology systems in different contexts (individual and collaborative). Our analyses and findings showcase a few different ways, in which multimodal data sources can enrich our understanding of student learning and provide a more holistic picture.",Eduardo,1,
3796180663,learning linkages: integrating data streams of multiple modalities and timescales,Ran Liu,2018,Learning,"VIDEO,AUDIO,LOGS,SCREEN,PPA","TRANS,QUAL,PPA","CLS,STATS",MID,JCAL,Journal of Computer Assisted Learning,73,VIRT,STEM,"IND, MULTI",INSTR,K12,"MB, MF","Authors collected student‐focused screen and webcam video which were useful for understanding students' learning processes and approaches based on detailed analyses of their interactions with the tutor interface, mouse movements, and out‐of‐tutor (in person) help‐seeking. High‐fidelity audio of students' collaborative dialogue was collected to generate high‐quality transcriptions of students' dialogue and apply an NLP approach to make use of the large quantity of audio dialogue. The verbal data allowed authors to identify linguistic features in students' collaborative dialogue that were highly predictive of math performance on pretest and posttest assessments, above and beyond any nonlinguistic variables.",Joyce,2,
3796180663,learning linkages: integrating data streams of multiple modalities and timescales,Ran Liu,2018,Learning,"VIDEO,AUDIO,LOGS,SCREEN,PPA","TRANS,QUAL,PPA","CLS,STATS",MID,JCAL,Journal of Computer Assisted Learning,73,VIRT,STEM,"IND, MULTI",INSTR,K12,"MB, MF",,Eduardo/Joyce,1&2,NLP
1770989706,focused or stuck together: multimodal patterns reveal triads' performance in collaborative problem solving,Hana Vrzakova,2020,Learning,"AUDIO,VIDEO,SCREEN,SURVEY,PPA","PROS,ACT,GEST,PPA","STATS,PATT",MID,LAK,International Conference on Learning Analytics & Knowledge,1,VIRT,STEM,MULTI,INF,UNI,MB,"We found that idling with limited speech (i.e., silence or backchannel feedback only) and without movement was negatively correlated with task performance and with participants’ subjective perceptions of the collaboration. However, being silent and focused during solution execution was positively correlated with task performance. Results illustrate that in some cases, multimodal patterns improved the predictions and improved explanatory power over the unimodal primitives.",Caleb,1,
1770989706,focused or stuck together: multimodal patterns reveal triads' performance in collaborative problem solving,Hana Vrzakova,2020,Learning,"AUDIO,VIDEO,SCREEN,SURVEY,PPA","PROS,ACT,GEST,PPA","STATS,PATT",MID,LAK,International Conference on Learning Analytics & Knowledge,1,VIRT,STEM,MULTI,INSTR,UNI,MF,"""Here, we examine unimodal primitives (activity on the screen, speech, and body movements), and their multimodal combinations during remote CPS.""

Mixed findings for uni- versus multi-modal:

""These results lead us to question: are the multimodal patterns better than the unimodal primitives? As illustrated above, we found evidence for both sides of the argument. In the case of code execution, the answer is no, but it is a yes in the case of idling. However, it is important to go beyond the significant correlations as there is an informative signal in the non-significant ones as well. For example, consider idling once again. By itself, this pattern is negatively correlated with the task score (r = -.21) and the correlation is even more negative when idling is accompanied by silence/back channeling and little movement (r = -.35). However, there are many other configurations where idling is weak or negligible predictor of task score. For example, idling occurring in the context of the contributors speaking with some movement is more weakly correlated with task score (r = -.11) and the correlation is essentially null when idling is accompanied with the controller speaking and some movement (r = -.06). Thus, even when they do not improve predictive power, multimodal patterns help contextualize and reveal nuances in the unimodal primitives. This supports the overall idea of multimodal learning analytics in which the additional modalities (speech and body movement in our case) help to understand unclear patterns such as idling. This finding is interesting from two perspectives.""",Clayton,2,"CPS study, Minecraft playing via Blockly. Model-free because only stats methods/pattern extraction and no AI/ML model or formal theoretical model. Compared unimodal to multimodal, and made arguments for both given the context."
1770989706,focused or stuck together: multimodal patterns reveal triads' performance in collaborative problem solving,Hana Vrzakova,2020,Learning,"AUDIO,VIDEO,SCREEN,SURVEY,PPA","PROS,ACT,GEST,PPA","STATS,PATT",MID,LAK,International Conference on Learning Analytics & Knowledge,1,VIRT,STEM,MULTI,INSTR,UNI,MF,,Caleb/Clayton,1&2,
2456887548,an unobtrusive and multimodal approach for behavioral engagement detection of students,Nese Alyuz,2017,Learning,"LOGS,VIDEO,SCREEN,PPA","AFFECT,POSE,LOGS,PPA",CLS,HYBRID,MIE,International Workshop on Multimodal Interaction for Education,2,VIRT,STEM,IND,INSTR,K12,MB,"The experiments on authentically collected student dataset showed that it is beneficial to have separate classification pipelines for different learning sections of Instructional and Assessment. For the Instructional section, using only Appearance modality yields an F1-measure of 0.74, compared to fused performance of 0.70. For Assessment, fusing all three modalities (F1-measure of 0.89) provide a prominent improvement over the best performing unimodality (0.81 for Appearance).",Caleb,1,
2456887548,an unobtrusive and multimodal approach for behavioral engagement detection of students,Nese Alyuz,2017,Learning,"LOGS,VIDEO,SCREEN,PPA","AFFECT,POSE,LOGS,PPA",CLS,HYBRID,MIE,International Workshop on Multimodal Interaction for Education,2,VIRT,STEM,IND,INSTR,K12,MB,"Mixed findings for uni- versus multi-modal:

""The experiments on authentically collected student dataset showed that it is beneficial to have separate classification pipelines for different learning sections of Instructional and Assessment. For the Instructional section, using only Appearance modality yields an F1-measure of 0.74, compared to fused performance of 0.70. For Assessment, fusing all three modalities (F1-measure of 0.89) provide a prominent improvement over the best performing unimodality (0.81 for Appearance). Interestingly, although Context-Performance modality performs poorly for the Off-Task class when considered alone, it helps to eliminate false positives (especially for the Off-Task class) when incorporated into the other modalities. In summary, we can say that for Instructional section types, Appearance modality provides acceptable results; whereas for Assessment sections, all available information should be fused to achieve best performance.""",Clayton,2,Math virtual environment with 9th graders for engagement detection. Random Forest model.
2456887548,an unobtrusive and multimodal approach for behavioral engagement detection of students,Nese Alyuz,2017,Learning,"LOGS,VIDEO,SCREEN,PPA","AFFECT,POSE,LOGS,PPA",CLS,HYBRID,MIE,International Workshop on Multimodal Interaction for Education,2,VIRT,STEM,IND,INSTR,K12,MB,,Caleb/Clayton,1&2,
518268671,using multimodal learning analytics to explore collaboration in a sustainability co-located tabletop game,María Ximena López,2021,Learning,"SURVEY,LOGS,AUDIO,VIDEO","LOGS,SURVEY,GAZE,PROS",STATS,OTH,ECGBL,European Conference on Games Based Learning,8,BLND,STEM,MULTI,INSTR,UNI,MF,"Overall, our study suggests that coupling style can be operationalised as a multimodal indicator suitable to investigate complex collaboration dynamics in games, thus confirming what has been found in other domains",Caleb,1,
