UUID,Title,Mapped First Author,Year,Environment Type (learning or training),Mapped Data Collection Mediums,Mapped Modalities,Mapped Analysis Methods,Mapped Fusion Types,Mapped Publication Acronym,Mapped Full Publication,Full-Read 2 by Researcher,Reviewer Number,Sort Number
3856280479,children's play and problem-solving in motion-based learning technologies using a multi-modal mixed methods approach,Serena Lee-Cultura,2022,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP,BP","STATS,QUAL,CLS",HYBRID,IJCCI,International Journal of Child-Computer Interaction,Caleb,2,35
3856280479,children's play and problem-solving in motion-based learning technologies using a multi-modal mixed methods approach,Serena Lee-Cultura,2022,Learning,"VIDEO,SENSOR,EYE,LOGS","ACT,GAZE,EDA,PULSE,AFFECT,FATIG,LOGS,QUAL,TEMP,BP","STATS,QUAL,CLS",HYBRID,IJCCI,International Journal of Child-Computer Interaction,Caleb/Clayton,3,35
2609260641,visualizing collaboration in teamwork: a multimodal learning analytics platform for non-verbal communication,René Noël,2022,Learning,"AUDIO,VIDEO,RPA,INTER","PROS,POSE,RPA,INTER,QUAL",QUAL,QUAL,DAMLE,"Applied Sciences, Special Issue ""Data Analytics and Machine Learning in Education""",Clayton,1,36
2609260641,visualizing collaboration in teamwork: a multimodal learning analytics platform for non-verbal communication,René Noël,2022,Learning,"AUDIO,VIDEO,RPA,INTER","PROS,POSE,RPA,INTER,QUAL",QUAL,QUAL,DAMLE,"Applied Sciences, Special Issue ""Data Analytics and Machine Learning in Education""",Caleb,2,36
2609260641,visualizing collaboration in teamwork: a multimodal learning analytics platform for non-verbal communication,René Noël,2022,Learning,"AUDIO,VIDEO,RPA,INTER","PROS,POSE,RPA,INTER,QUAL",QUAL,QUAL,DAMLE,"Applied Sciences, Special Issue ""Data Analytics and Machine Learning in Education""",Caleb/Clayton,3,36
666050348,multicraft: a multimodal interface for supporting and studying learning in minecraft,Marcelo Worsley,2021,Learning,"AUDIO,EYE,TEXT,VIDEO,SCREEN,INTER,SURVEY,LOGS","PROS,TRANS,GAZE,TEXT,INTER,SURVEY,LOGS",QUAL,EARLY,HCII,International Conference on Human-Computer Interaction,Clayton,1,37
666050348,multicraft: a multimodal interface for supporting and studying learning in minecraft,Marcelo Worsley,2021,Learning,"AUDIO,EYE,TEXT,VIDEO,SCREEN,INTER,SURVEY,LOGS","PROS,TRANS,GAZE,TEXT,INTER,SURVEY,LOGS",QUAL,QUAL,HCII,International Conference on Human-Computer Interaction,Caleb,2,37
666050348,multicraft: a multimodal interface for supporting and studying learning in minecraft,Marcelo Worsley,2021,Learning,"AUDIO,EYE,TEXT,VIDEO,SCREEN,INTER,SURVEY,LOGS","PROS,TRANS,GAZE,TEXT,INTER,SURVEY,LOGS",QUAL,NONE,HCII,International Conference on Human-Computer Interaction,Caleb/Clayton,3,37
1637690235,supervised machine learning in multimodal learning analytics for estimating success in project based learning,Daniel Spikol,2018,Leaning,"VIDEO,AUDIO,LOGS","POSE,GEST,PROS,LOGS","REG,CLS",MID,JCAL,Journal of Computer Assisted Learning,Caleb,1,38
1637690235,supervised machine learning in multimodal learning analytics for estimating success in project-based learning,Daniel Spikol,2018,Learning,"VIDEO,AUDIO,LOGS,SURVEY","POSE,GEST,LOGS,PROS","REG,CLS",MID,JCAL,Journal of Computer Assisted Learning,Clayton,2,38
1637690235,supervised machine learning in multimodal learning analytics for estimating success in project-based learning,Daniel Spikol,2018,Learning,"VIDEO,AUDIO,LOGS,PPA,RPA","POSE,GEST,PROS,LOGS,PPA,RPA","REG,CLS",MID,JCAL,Journal of Computer Assisted Learning,Caleb/Clayton,3,38
2155422499,a multimodal analysis of pair work engagement episodes: implications for emi lecturer training,Teresa Morell,2022,Training,"VIDEO,AUDIO,PPA","TRANS,PPA,QUAL",QUAL,QUAL,JEAP,Journal of English for Academic Purposes,Caleb,1,39
2155422499,a multimodal analysis of pair work engagement episodes: implications for emi lecturer training,Teresa Morell,2022,Training,"VIDEO,AUDIO,PPA","TRANS,PPA,QUAL,POSE,ACT",QUAL,QUAL,JEAP,Journal of English for Academic Purposes,Clayton,2,39
2155422499,a multimodal analysis of pair work engagement episodes: implications for emi lecturer training,Teresa Morell,2022,Training,"VIDEO,AUDIO,PPA","TRANS,PPA,QUAL,POSE,ACT",QUAL,QUAL,JEAP,Journal of English for Academic Purposes,Caleb/Clayton,3,39
3309250332,(dis)engagement matters: identifying efficacious learning practices with multimodal learning analytics,Marcelo Worsley,2018,Learning,VIDEO,"GEST,QUAL","CLS,CLUST,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,Caleb,1,40
3309250332,(dis)engagement maters: identifying efficacious learning practices with multimodal learning analytics,Marcelo Worsley,2018,Learning,"VIDEO,AUDIO,SENSOR,PPA","GEST,EDA,PPA,QUAL,ACT","CLUST,CLS,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,Clayton,2,40
3309250332,(dis)engagement maters: identifying efficacious learning practices with multimodal learning analytics,Marcelo Worsley,2018,Learning,"VIDEO,PPA","GEST,QUAL,PPA","CLUST,CLS,QUAL",HYBRID,LAK,International Conference on Learning Analytics & Knowledge,Caleb/Clayton,3,40
3625722965,table tennis tutor: forehand strokes classification based on multimodal data and neural networks ,Khaleel Asyraaf Mat Sanusi,2021,Training,"VIDEO,MOTION,INTER","POSE,GEST,ACT,INTER","CLS,QUAL",HYBRID,Sensors,MDPI Sensors,Caleb,1,41
3625722965,table tennis tutor: forehand strokes classification based on multimodal data and neural networks ,Khaleel Asyraaf Mat Sanusi,2021,Training,"VIDEO,MOTION,INTER,SCREEN","POSE,GEST,ACT,INTER","CLS,QUAL",HYBRID,Sensors,MDPI Sensors,Clayton,2,41
3625722965,table tennis tutor: forehand strokes classification based on multimodal data and neural networks ,Khaleel Asyraaf Mat Sanusi,2021,Training,"VIDEO,MOTION,INTER","POSE,GEST,ACT,INTER","CLS,QUAL",HYBRID,Sensors,MDPI Sensors,Caleb/Clayton,3,41
4278392816,multimodal data as a means to understand the learning experience,Michail Giannakos,2019,Training,"LOGS,EYE,SENSOR,VIDEO","LOGS,GAZE,PULSE,EEG,TEMP,EDA,POSE",REG,MID,IJIM,International Journal of Information Management,Caleb,1,42
4278392816,multimodal data as a means to understand the learning experience,Michail Giannakos,2019,Training,"LOGS,EYE,SENSOR,VIDEO","EEG,GAZE,LOGS,PULSE,EDA,TEMP,BP,POSE","REG,STATS",EARLY,IJIM,International Journal of Information Management,Clayton,2,42
4278392816,multimodal data as a means to understand the learning experience,Michail Giannakos,2019,Training,"LOGS,EYE,SENSOR,VIDEO","EEG,GAZE,LOGS,PULSE,EDA,TEMP,BP,POSE","REG,STATS",HYBRID,IJIM,International Journal of Information Management,Caleb/Clayton,3,42
566043228,automatic student engagement in online learning environment based on neural turing machine,Xiaoyang Ma,2021,Learning,VIDEO,"POSE,GAZE",CLS,MID,IJIET,International Journal of Information and Education Technology,Caleb,1,43
566043228,automatic student engagement in online learning environment based on neural turing machine,Xiaoyang Ma,2021,Learning,VIDEO,"POSE,GAZE",CLS,MID,IJIET,International Journal of Information and Education Technology,Clayton,2,43
566043228,automatic student engagement in online learning environment based on neural turing machine,Xiaoyang Ma,2021,Learning,VIDEO,"POSE,GAZE",CLS,MID,IJIET,International Journal of Information and Education Technology,Caleb/Clayton,3,43
853680639,sensor-based data fusion for multimodal affect detection in game-based learning environments.,Nathan Henderson,2020,Training,"VIDEO,SENSOR,RPA","POSE,EDA,AFFECT",CLS,HYBRID,EDM,International Conference on Educational Data Mining,Caleb,1,44
853680639,sensor-based data fusion for multimodal affect detection in game-based learning environments,Nathan Henderson,2019,Training,"VIDEO,SENSOR,LOGS","POSE,EDA,AFFECT",CLS,HYBRID,EDM,International Conference on Educational Data Mining,Clayton,2,44
853680639,sensor-based data fusion for multimodal affect detection in game-based learning environments.,Nathan Henderson,2020,Training,"VIDEO,SENSOR,RPA","POSE,EDA,AFFECT",CLS,HYBRID,EDM,International Conference on Educational Data Mining,Caleb/Clayton,3,44
3637456466,impact of inquiry interventions on students in e-learning and classroom environments using affective computing framework,T. S. Ashwin,2020,Learning,"VIDEO,RPA","AFFECT,POSE,GEST",CLS,MID,UMUAI,User Modeling and User-Adapted Interaction,Caleb,1,45
3637456466,impact of inquiry interventions on students in e-learning and classroom environments using affective computing framework,T. S. Ashwin,2020,Learning,"VIDEO,PPA","AFFECT,POSE,GEST","CLS,STATS,PATT",MID,UMUAI,User Modeling and User-Adapted Interaction,Clayton,2,45
3637456466,impact of inquiry interventions on students in e-learning and classroom environments using affective computing framework,T. S. Ashwin,2020,Learning,"VIDEO,PPA","AFFECT,POSE,GEST","CLS,STATS,PATT",MID,UMUAI,User Modeling and User-Adapted Interaction,Caleb/Clayton,3,45
3754172825,detecting impasse during collaborative problem solving with multimodal learning analytics,Yingbo Ma,2022,Learning,"VIDEO,AUDIO","TRANS,PROS,SPECT,GAZE,POSE",CLS,HYBRID,LAK,International Conference on Learning Analytics & Knowledge,Caleb,1,46
3754172825,detecting impasse during collaborative problem solving with multimodal learning analytics,Yingbo Ma,2022,Learning,"VIDEO,AUDIO","TRANS,PROS,SPECT,GAZE,POSE",CLS,HYBRID,LAK,International Conference on Learning Analytics & Knowledge,Clayton,2,46
3754172825,detecting impasse during collaborative problem solving with multimodal learning analytics,Yingbo Ma,2022,Learning,"VIDEO,AUDIO","TRANS,PROS,SPECT,GAZE,POSE",CLS,HYBRID,LAK,International Conference on Learning Analytics & Knowledge,Caleb/Clayton,3,46
1296637108,towards collaboration translucence: giving meaning to multimodal group data,Vanessa Echeverria,2019,Training,"VIDEO,AUDIO,LOGS,SENSOR,MOTION","POSE,LOGS,TRANS,EDA,GEST",QUAL,QUAL,CHI,Conference on Human Factors in Computing Systems,Caleb,1,47
1296637108,towards collaboration translucence: giving meaning to multimodal group data,Vanessa Echeverria,2019,Training,"VIDEO,AUDIO,LOGS,SENSOR,MOTION,INTER","POSE,LOGS,TRANS,EDA,ACT,PROS,INTER",QUAL,QUAL,CHI,Conference on Human Factors in Computing Systems,Clayton,2,47
1296637108,towards collaboration translucence: giving meaning to multimodal group data,Vanessa Echeverria,2019,Training,"VIDEO,AUDIO,LOGS,SENSOR,MOTION,INTER","POSE,LOGS,TRANS,EDA,ACT,PROS,INTER",QUAL,QUAL,CHI,Conference on Human Factors in Computing Systems,Caleb/Clayton,3,47
804659204,towards smart educational recommendations with reinforcement learning in classroom,Su Liu,2018,Learning,"VIDEO,SENSOR","PULSE,AFFECT",CLS,EARLY,TALE,"International Conference on Teaching, Assessment and Learning for Engineering",Joyce,1,48
804659204,towards smart educational recommendations with reinforcement learning in classroom,Su Liu,2018,Learning,"VIDEO,SENSOR","PULSE,AFFECT,GAZE",CLS,MID,TALE,"International Conference on Teaching, Assessment and Learning for Engineering",Eduardo,2,48
804659204,towards smart educational recommendations with reinforcement learning in classroom,Su Liu,2018,Learning,"VIDEO,SENSOR","PULSE,AFFECT,GAZE",CLS,MID,TALE,"International Conference on Teaching, Assessment and Learning for Engineering",Eduardo/Joyce,3,48
1581261659,early prediction of visitor engagement in science museums with multimodal learning analytics,Andrew Emerson,2020,Learning,"VIDEO,EYE,LOGS","POSE,GEST,AFFECT,GAZE,LOGS",REG,LATE,ICMI,International Conference on Multimodal Interaction,Joyce,1,49
1581261659,early prediction of visitor engagement in science museums with multimodal learning analytics,Andrew Emerson,2020,Learning,"VIDEO,EYE,LOGS","POSE,GEST,AFFECT,GAZE,LOGS",REG,MID,ICMI,International Conference on Multimodal Interaction,Eduardo,2,49
1581261659,early prediction of visitor engagement in science museums with multimodal learning analytics,Andrew Emerson,2020,Learning,"VIDEO,EYE,LOGS","POSE,GEST,AFFECT,GAZE,LOGS",REG,MID,ICMI,International Conference on Multimodal Interaction,Joyce/Eduardo,3,49
2836996318,predicting learners’ emotions in mobile  mooc learning via a multimodal intelligent tutor,Phuong Pham,2018,Learning,VIDEO,"AFFECT,PULSE",REG,LATE,ITS,International Conference on Intelligent Tutoring Systems,Joyce,1,50
2836996318,predicting learners’ emotions in mobile mooc learning via a multimodal intelligent tutor,Phuong Pham,2018,Learning,VIDEO,"AFFECT,PULSE",REG,LATE,ITS,International Conference on Intelligent Tutoring Systems,Eduardo,2,50
2836996318,predicting learners’ emotions in mobile mooc learning via a multimodal intelligent tutor,Phuong Pham,2018,Learning,VIDEO,"AFFECT,PULSE",REG,LATE,ITS,International Conference on Intelligent Tutoring Systems,Joyce/Eduardo,3,50
32184286,once more with feeling: emotions in multimodal learning analytics,Marcus Kubsch,2022,Learning,"SURVEY,PPA,AUDIO","INTER,SURVEY,TRANS,PROS,AFFECT","CLS,REG,STATS",NONE,MMLA Handbook,The Multimodal Learning Analytics Handbook,Joyce,1,51
32184286,once more with feeling: emotions in multimodal learning analytics,Marcus Kubsch,2022,Learning,"SURVEY,PPA,AUDIO","INTER,SURVEY,TRANS,PROS,AFFECT","CLS,REG,STATS",NONE,MMLA Handbook,The Multimodal Learning Analytics Handbook,Eduardo,2,51
32184286,once more with feeling: emotions in multimodal learning analytics,Marcus Kubsch,2022,Learning,"SURVEY,PPA,AUDIO","INTER,SURVEY,TRANS,PROS,AFFECT","CLS,REG,STATS",NONE,MMLA Handbook,The Multimodal Learning Analytics Handbook,Joyce/Eduardo,3,51
433919853,understanding fun in learning to code: a multi-modal data approach,Gabriella Tisza,2022,Learning,"SENSOR,VIDEO,PPA","TEMP,PULSE,EDA,BP,AFFECT","REG,QUAL,STATS",LATE,IDC,Interaction Design and Children Conference,Joyce,1,52
433919853,understanding fun in learning to code: a multi-modal data approach,Gabriella Tisza,2022,Learning,"SENSOR,VIDEO,PPA","TEMP,PULSE,EDA,BP,AFFECT","REG,STATS",MID,IDC,Interaction Design and Children Conference,Eduardo,2,52
433919853,understanding fun in learning to code: a multi-modal data approach,Gabriella Tisza,2022,Learning,"SENSOR,VIDEO,PPA","TEMP,PULSE,EDA,BP,AFFECT","REG,STATS",MID,IDC,Interaction Design and Children Conference,Eduardo/Joyce,3,52
483140962,investigating multimodal affect sensing in an affective tutoring system using unobtrusive sensors,Hua Leong Fwa,2018,Learning,"VIDEO,LOGS","POSE,ACT,LOGS",CLS,MID,PPIG,Workshop Psychology of Programming Interest Group,Joyce,1,53
483140962,investigating multimodal affect sensing in an affective tutoring system using unobtrusive sensors,Hua Leong Fwa,2018,Learning,"VIDEO,LOGS","POSE,ACT,LOGS",CLS,MID,PPIG,Workshop Psychology of Programming Interest Group,Eduardo,2,53
483140962,investigating multimodal affect sensing in an affective tutoring system using unobtrusive sensors,Hua Leong Fwa,2018,Learning,"VIDEO,LOGS","POSE,ACT,LOGS",CLS,MID,PPIG,Workshop Psychology of Programming Interest Group,Joyce/Eduardo,3,53
3308658121,exploring collaboration using motion sensors and multi-modal learning analytics.,Joseph M. Reilly,2018,Learning,"VIDEO,AUDIO,PPA","PPA,RPA,POSE,GEST","CLUST,QUAL,STATS",NONE,EDM,International Conference on Educational Data Mining,Joyce,1,54
3308658121,exploring collaboration using motion sensors and multi-modal learning analytics.,Joseph M. Reilly,2018,Learning,"VIDEO,AUDIO,PPA","PPA,RPA,POSE,GEST","CLUST,PATT,STATS",NONE,EDM,International Conference on Educational Data Mining,Eduardo,2,54
3308658121,exploring collaboration using motion sensors and multi-modal learning analytics.,Joseph M. Reilly,2018,Learning,"VIDEO,AUDIO,PPA","PPA,RPA,POSE,GEST","CLUST,PATT,STATS",NONE,EDM,International Conference on Educational Data Mining,Eduardo/Joyce,3,54
1847468084,computationally augmented ethnography: emotion tracking and learning in museum games,Kit Martin,2019,Learning,"VIDEO,AUDIO,PPA,RPA","TRANS,AFFECT","QUAL,CLS",NONE,ICQE,International Conference on Quantitative Ethnography,Joyce,1,55
1847468084,computationally augmented ethnography: emotion tracking and learning in museum games,Kit Martin,2019,Learning,"VIDEO,AUDIO,PPA,RPA","TRANS,AFFECT,QUAL",QUAL,QUAL,ICQE,International Conference on Quantitative Ethnography,Eduardo,2,55
1847468084,computationally augmented ethnography: emotion tracking and learning in museum games,Kit Martin,2019,Learning,"VIDEO,AUDIO,PPA,RPA","TRANS,AFFECT,QUAL",QUAL,QUAL,ICQE,International Conference on Quantitative Ethnography,Eduardo/Joyce,3,55
2345021698,exploring collaborative writing of user stories with multimodal learning analytics: a case study on a software engineering course,René Noël,2018,Learning,"AUDIO,PPA,RPA","RPA,PROS","QUAL,NET,STATS",NONE,Access,IEEE Access,Joyce,1,56
2345021698,exploring collaborative writing of user stories with multimodal learning analytics: a case study on a software engineering course,René Noël,2018,Learning,"AUDIO,PPA,RPA","RPA,PROS","QUAL,NET,STATS",NONE,Access,IEEE Access,Eduardo,2,56
2345021698,exploring collaborative writing of user stories with multimodal learning analytics: a case study on a software engineering course,René Noël,2018,Learning,"AUDIO,PPA,RPA","RPA,PROS","QUAL,NET,STATS",NONE,Access,IEEE Access,Joyce/Eduardo,3,56
3796643912,an evaluation of an adaptive learning system based on multimodal affect recognition for learners with intellectual disabilities,Penelope J. Standen,2020,Learning,"VIDEO,EYE,AUDIO,LOGS,RPA","AFFECT,POSE,LOGS,RPA,GAZE,PROS,GEST","CLS,STATS",LATE,BJET,British Journal of Educational Technology,Joyce,1,57
3796643912,an evaluation of an adaptive learning system based on multimodal affect recognition for learners with intellectual disabilities,Penelope J. Standen,2020,Learning,"VIDEO,AUDIO,LOGS,RPA","AFFECT,POSE,LOGS,RPA,GAZE,PROS,GEST","CLS,STATS",MID,BJET,British Journal of Educational Technology,Eduardo,2,57
3796643912,an evaluation of an adaptive learning system based on multimodal affect recognition for learners with intellectual disabilities,Penelope J. Standen,2020,Learning,"VIDEO,AUDIO,LOGS,RPA","AFFECT,POSE,LOGS,RPA,GAZE,PROS,GEST","CLS,STATS",HYBRID,BJET,British Journal of Educational Technology,Eduardo/Joyce,3,57
205660768,multimodal learning analytics to investigate cognitive load during online problem solving,Charlotte Larmuseau,2020,Learning,"PPA,SENSOR","PPA,PULSE,EDA","STATS,CLS",EARLY,BJET,British Journal of Educational Technology,Joyce,1,58
205660768,multimodal learning analytics to investigate cognitive load during online problem solving,Charlotte Larmuseau,2020,Learning,"PPA,SENSOR","PPA,PULSE,EDA","STATS,CLS",EARLY,BJET,British Journal of Educational Technology,Eduardo,2,58
205660768,multimodal learning analytics to investigate cognitive load during online problem solving,Charlotte Larmuseau,2020,Learning,"PPA,SENSOR","PPA,PULSE,EDA","STATS,CLS",EARLY,BJET,British Journal of Educational Technology,Joyce/Eduardo,3,58
2181637610,toward using multi-modal learning analytics to support and measure collaboration in co-located dyads,Emma L. Starr,2018,Learning,"VIDEO,AUDIO,PPA,RPA,LOGS","POSE,PROS,PPA,RPA,LOGS","STATS,QUAL",NONE,ICLS,International Conference of the Learning Sciences,Joyce,1,59
2181637610,toward using multi-modal learning analytics to support and measure collaboration in co-located dyads,Emma L. Starr,2018,Learning,"VIDEO,AUDIO,PPA,RPA,LOGS","POSE,PROS,PPA,RPA,LOGS","STATS,QUAL",NONE,ICLS,International Conference of the Learning Sciences,Eduardo,2,59
2181637610,toward using multi-modal learning analytics to support and measure collaboration in co-located dyads,Emma L. Starr,2018,Learning,"VIDEO,AUDIO,PPA,RPA,LOGS","POSE,PROS,PPA,RPA,LOGS","STATS,QUAL",NONE,ICLS,International Conference of the Learning Sciences,Joyce/Eduardo,3,59
4035649049,storytelling with learner data: guiding student reflection on multimodal team data,Gloria Fernández-Nieto,2021,Learning,"SENSOR,LOGS,PPA","EDA,AFFECT",QUAL,NONE,TLT,Transactions on Learning Technologies,Joyce,1,60
4035649049,storytelling with learner data: guiding student reflection on multimodal team data,Gloria Fernández-Nieto,2021,Learning,"SENSOR,LOGS,RPA","EDA,LOGS,RPA",QUAL,NONE,TLT,Transactions on Learning Technologies,Eduardo,2,60
4035649049,storytelling with learner data: guiding student reflection on multimodal team data,Gloria Fernández-Nieto,2021,Learning,"SENSOR,LOGS,RPA","EDA,LOGS,RPA,AFFECT",QUAL,NONE,TLT,Transactions on Learning Technologies,Eduardo/Joyce,3,60
1019093033,prime: block-wise missingness handling for multi-modalities in intelligent tutoring systems,Xi Yang,2020,Learning,"PPA,VIDEO,EYE","LOGS,AFFECT,GAZE","CLS,STATS",LATE,MMM,International Conference on Multimedia Modeling,Joyce,1,61
1019093033,prime: block-wise missingness handling for multi-modalities in intelligent tutoring systems,Xi Yang,2020,Learning,"PPA,VIDEO,EYE","LOGS,AFFECT,GAZE","CLS,STATS",HYBRID,MMM,International Conference on Multimedia Modeling,Eduardo,2,61
1019093033,prime: block-wise missingness handling for multi-modalities in intelligent tutoring systems,Xi Yang,2020,Learning,"PPA,VIDEO,EYE","LOGS,AFFECT,GAZE","CLS,STATS",HYBRID,MMM,International Conference on Multimedia Modeling,Eduardo/Joyce,3,61
2936220551,multi-source and multimodal data fusion for predicting academic performance in blended learning university courses,Wilson Chango,2021,Learning,"VIDEO,LOGS,PPA","LOGS,POSE,RPA,ACT","CLS,QUAL,STATS","EARLY,HYBRID,LATE",CEE,Elsevier Computers and Electrical Engineering,Joyce,1,62
2936220551,multi-source and multimodal data fusion for predicting academic performance in blended learning university courses,Wilson Chango,2021,Learning,"VIDEO,LOGS,PPA","LOGS,POSE,RPA,ACT","CLS,QUAL,STATS",MID,CEE,Elsevier Computers and Electrical Engineering,Eduardo,2,62
2936220551,multi-source and multimodal data fusion for predicting academic performance in blended learning university courses,Wilson Chango,2021,Learning,"VIDEO,LOGS,PPA","LOGS,POSE,RPA,ACT","CLS,QUAL,STATS","MID,LATE",CEE,Elsevier Computers and Electrical Engineering,Eduardo/Joyce,3,62
1886134458,personalizing computer science education by leveraging multimodal learning analytics,David Azcona,2018,Learning,"LOGS,PPA","LOGS,PPA","CLS,STATS",LATE,FIE,Frontiers in Education Conference,Joyce,1,63
1886134458,personalizing computer science education by leveraging multimodal learning analytics,David Azcona,2018,Learning,"LOGS,PPA","LOGS,PPA","CLS,STATS",MID,FIE,Frontiers in Education Conference,Eduardo,2,63
1886134458,personalizing computer science education by leveraging multimodal learning analytics,David Azcona,2018,Learning,"LOGS,PPA","LOGS,PPA","CLS,STATS",MID,FIE,Frontiers in Education Conference,Eduardo/Joyce,3,63
2879332689,from data to insights: a layered storytelling approach for multimodal learning analytics,Roberto Martinez-Maldonado,2020,Learning,"LOGS,MOTION,SENSOR,RPA,VIDEO","POSE,EDA,LOGS,RPA",QUAL,NONE,CHI,Conference on Human Factors in Computing Systems,Joyce,1,64
2879332689,from data to insights: a layered storytelling approach for multimodal learning analytics,Roberto Martinez-Maldonado,2020,Learning,"LOGS,MOTION,SENSOR,RPA,VIDEO","POSE,EDA,LOGS,RPA",QUAL,NONE,CHI,Conference on Human Factors in Computing Systems,Eduardo,2,64
2879332689,from data to insights: a layered storytelling approach for multimodal learning analytics,Roberto Martinez-Maldonado,2020,Learning,"LOGS,MOTION,SENSOR,RPA,VIDEO","POSE,EDA,LOGS,RPA",QUAL,NONE,CHI,Conference on Human Factors in Computing Systems,Joyce/Eduardo,3,64
3146393211,mobile mixed reality for experiential learning and simulation in medical and health sciences education,James Birt,2018,Learning,"PPA,RPA","PPA,RPA","QUAL,STATS",NONE,Information,MDPI Information,Joyce,1,65
3146393211,mobile mixed reality for experiential learning and simulation in medical and health sciences education,James Birt,2018,Learning,PPA,PPA,STATS,NONE,Information,MDPI Information,Eduardo,2,65
3146393211,mobile mixed reality for experiential learning and simulation in medical and health sciences education,James Birt,2018,Learning,"PPA,INTER","PPA,TRANS","QUAL,STATS",NONE,Information,MDPI Information,Eduardo/Joyce,3,65
3809293172,"blending learning analytics and embodied design to model students' comprehension of measurement using their actions, speech, and gestures",Avery H. Closser,2022,Learning,"VIDEO,AUDIO",QUAL,"CLUST,REG",MID,IJCCI,International Journal of Child-Computer Interaction,Eduardo,1,66
3809293172,"blending learning analytics and embodied design to model students' comprehension of measurement using their actions, speech, and gestures",Avery H. Closser,2022,Learning,"VIDEO,AUDIO","TRANS,GEST,ACT","QUAL,CLUST,REG",MID,IJCCI,International Journal of Child-Computer Interaction,Joyce,2,66
3809293172,"blending learning analytics and embodied design to model students' comprehension of measurement using their actions, speech, and gestures",Avery H. Closser,2022,Learning,"VIDEO,AUDIO",RPA,"CLUST,REG",MID,IJCCI,International Journal of Child-Computer Interaction,Eduardo/Joyce,3,66
4019205162,introducing low-cost sensors into the classroom settings: improving the assessment in agile practices with multimodal learning analytics,Hector Cornide-Reyes,2019,Learning,"AUDIO,SURVEY","QUAL,TRANS","NET,STATS",MID,Sensors,MDPI Sensors,Eduardo,1,67
4019205162,introducing low-cost sensors into the classroom settings: improving the assessment in agile practices with multimodal learning analytics,Hector Cornide-Reyes,2019,Learning,"AUDIO,SURVEY","SURVEY,TRANS","NET,STATS",MID,Sensors,MDPI Sensors,Joyce,2,67
4019205162,introducing low-cost sensors into the classroom settings: improving the assessment in agile practices with multimodal learning analytics,Hector Cornide-Reyes,2019,Learning,"AUDIO,SURVEY,PPA,RPA","SURVEY,TRANS,PPA,RPA","NET,STATS","MID,QUAL",Sensors,MDPI Sensors,Joyce/Eduardo,3,67
4277812050,improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources,Wilson Chango,2021,Learning,"LOGS,VIDEO,EYE","AFFECT,LOGS,GAZE",CLS,MID,JCHE,Journal of Computing in Higher Education,Eduardo,1,68
4277812050,improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources,Wilson Chango,2021,Learning,"LOGS,VIDEO,EYE,PPA","AFFECT,LOGS,GAZE,PPA",CLS,"HYBRID,MID",JCHE,Journal of Computing in Higher Education,Joyce,2,68
4277812050,improving prediction of students' performance in intelligent tutoring systems using attribute selection and ensembles of different multimodal data sources,Wilson Chango,2021,Learning,"LOGS,VIDEO,EYE,PPA","AFFECT,LOGS,GAZE,PPA",CLS,"HYBRID,LATE",JCHE,Journal of Computing in Higher Education,Joyce/Eduardo,3,68
1609706685,learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,Daniele Di Mitri,2017,Training,"SENSOR,LOGS,MOTION,PPA","PULSE,ACT,AFFECT",REG,MID,LAK,International Conference on Learning Analytics & Knowledge,Eduardo,1,69
1609706685,learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,Daniele Di Mitri,2017,Training,"SENSOR,LOGS,MOTION,PPA","PULSE,ACT,AFFECT",REG,MID,LAK,International Conference on Learning Analytics & Knowledge,Joyce,2,69
1609706685,learning pulse: a machine learning approach for predicting performance in self-regulated learning using multimodal data,Daniele Di Mitri,2017,Training,"SENSOR,LOGS,MOTION,PPA","PULSE,ACT,AFFECT",REG,MID,LAK,International Conference on Learning Analytics & Knowledge,Eduardo/Joyce,3,69
3398902089,what multimodal data can tell us about the students’ regulation of their learning process?,Sanna Järvelä,2019,Learning,"SENSOR,VIDEO,AUDIO","EDA,AFFECT,QUAL",QUAL,NONE,LAI,Elsevier Learning and Instruction,Eduardo,1,70
3398902089,what multimodal data can tell us about the students’ regulation of their learning process?,Sanna Järvelä,2021,Learning,"SENSOR,VIDEO,AUDIO","EDA,AFFECT,QUAL",QUAL,NONE,LAI,Elsevier Learning and Instruction,Joyce,2,70
3398902089,what multimodal data can tell us about the students’ regulation of their learning process?,Sanna Järvelä,2019,Learning,"SENSOR,VIDEO,AUDIO","EDA,AFFECT,QUAL",QUAL,NONE,LAI,Elsevier Learning and Instruction,Joyce/Eduardo,3,70
3093310941,embodied conversational agents for multimodal automated social skills training in people with autism spectrum disorders,Hiroki Tanaka,2017,Training,"AUDIO,VIDEO,LOGS","POSE,PROS,TRANS,AFFECT",REG,MID,PLOS,PLOS ONE,Eduardo,1,71
